MP,compound,solvent,set
-25.000002,FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,train
118,c1ccc(cc1)C(=O)Oc2cccc(c2)OC(=O)c3ccccc3,,train
-10.000001,CCCCCCCCCCCCBr,,train
-47,Cc1cccc(c1)C,,train
70,CCCCCCCCCCCCCCCCCCCCCCO,,train
48,Cc1cccc[n+]1[O-],,train
-3.0000012,C=CCCCCCCCCCO,,train
62,CC(=NO)C,,train
99,CCCCCCCCOC(=O)c1cc(c(c(c1)O)O)O,,train
27.999998,Oc1ccccc1OC,,train
198,c1ccc2c(c1)ccc(=O)[nH]2,,train
-73,C(=C(Cl)Cl)(C(Cl)(Cl)Cl)Cl,,train
88,CC(C)OC(=O)Nc1ccccc1,,train
170,COc1cc(cc(c1OC)OC)C(=O)O,,train
121,Cn1ccc(=O)n(c1=O)C,,train
98.85,O=C(C(c1ccccc1)(c2ccccc2)C[C@@H](N(C)C)C)CC,,train
-116.399994,CC1CCC(C)C1C,,train
-40.999992,c1cc(sc1Cl)Cl,,train
160,[O-][N+](=O)c2ccc(Nc1ccccc1)c(c2)[N+]([O-])=O,,train
-25.000002,Cc1cccc(C)c1C,,train
112,COc1cc(cc(c1O)OC)C=O,,train
161,c1ccc(cc1)P(=O)(O)O,,train
124,C1CC(=O)NC1=O,,train
99,CC(=O)c1cccc(c1)C#N,,train
198,C(#N)C(=C(C#N)C#N)C#N,,train
-124,CC(C)CCC#C,,train
200,O[C@H](c2ccnc1ccccc12)[C@@H]4C[C@@H]3CC[N@]4C[C@@H]3C=C,,train
94,CNc1ccc(Cl)cc1C(=O)c2ccccc2,,train
-51,O=C1CCCC1,,train
106,N#CSCSC#N,,train
-102,CCCSCCC,,train
101,O=C1OCc2ccc(OC)c(OC)c21,,train
149,c1ccc(cc1)NC(=N)Nc2ccccc2,,train
141,COC(=O)c1ccc(cc1)C(=O)OC,,train
76,c1ccc(cc1)C(=O)c2cccc(c2)Br,,train
49,c1ccc(cc1)c2ccccc2CO,,train
42,c1cc(c(cc1N=C=O)Cl)Cl,,train
5.9999986,CC(C)CCCCCCCCCCCCCCC,,train
147,c1ccc(cc1)Nc2ccc(cc2)Nc3ccccc3,,train
80,Cc1cccc2c1cccc2C,,train
56,Oc1cccc(Cl)c1Cl,,train
248,Clc1ccc(/C=C/C(=O)O)cc1,,train
-137,CC(C)(C)CC=C,,train
69,CCn3c1ccccc1c2ccccc23,,train
-34,CCCCC(=O)O,,train
53,CCCCCCCCCCCCCCCCCCCCCCCCC,,train
25.999998,Cc1ccc(cc1[N+](=O)[O-])F,,train
104,CC(=O)NBr,,train
44,Oc1ccc(Cl)cc1,,train
83,CN(C)c1cccc(O)c1,,train
149,S=C(N)Nc1ccccc1,,train
1.9999987,NC=O,,train
138,c1ccc2c(c1)nc(s2)O,,train
88,O=C(NP(=O)(OC)SC)C,,train
76,COc1cc(ccc1O)/C=C/CO,,train
273,OC(=O)c1ccc(I)cc1,,train
27.000002,C(C(=O)O)(Cl)Br,,train
-109,CC(C)(C)OC,,train
-111,C=CCC1CCCC1,,train
17.000002,C(CC(=O)Cl)C(=O)Cl,,train
123,OC1c3ccccc3Oc2ccccc12,,train
7.9999986,CC(C)(C)OOC(=O)c1ccccc1,,train
58,c1cc(ccc1Oc2ccc(cc2)Br)Br,,train
17.000002,Nc1cc(Br)ccc1,,train
73,C(=C(Cl)Cl)(C(=O)O)Cl,,train
218,c2cc1c(ccnc1c3nccc(c23)c4ccccc4)c5ccccc5,,train
149,c1cc(ccc1CC(=O)O)O,,train
70.5,[O-][n+]1ccccc1S,,train
-43.799995,Cc1cc(C)c(C)cc1,,train
182,c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)N,,train
56,N#CCCC#N,,train
8.999999,Fc1cc(F)ccc1[N+](=O)[O-],,train
205,COc1cc(cc(OC)c1O)C(=O)O,,train
65,Oc1cc(O)ccc1CCCCCC,,train
82,O=C(c1cc(Cl)ccc1)c2ccccc2,,train
-13.000001,Fc2cccc1ccccc12,,train
40,CCN(CC)c1ccc(cc1)C=O,,train
-93,CC(C)CC#CC,,train
95,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,,train
260,c1ccc2c(c1)C(=O)OC2(c3ccc(cc3)O)c4ccc(cc4)O,,train
153,c1cc(ccc1C(=O)O)OC(F)(F)F,,train
94,O=C=Nc1ccc(cc1)N=C=O,,train
173.99998,CN(C)C(=O)NC1=CC=C(C=C1)Cl,,train
140,c1cc(C=O)c2CCOC(c2c1)=O,,train
52,c1ccc2c(c1)CCC2O,,train
152.5,OC(=O)c1cc(Cl)ccc1Cl,,train
118,COC(=O)c1ccc(cc1O)O,,train
207,O=NN1CN2CN(C1)CN(C2)N=O,,train
-37.000008,c1ccccc1C2CO2,,train
66,CCCCNC(=S)NCCCC,,train
-32,CC(O)CCCCCC,,train
180,CC(CN1CCOCC1)C(C(=O)N2CCCC2)(c3ccccc3)c4ccccc4,,train
-63,C=Cc1ccccc1Cl,,train
125,C1C(=O)NC(=O)S1,,train
77,CCOc1cc(ccc1O)C=O,,train
-135,C1C=CCC1,,train
44,CCCC(=O)NN,,train
88,OCNC(=S)NC,,train
123,c1cc(cc(c1)F)C(=O)O,,train
-124,CC(C)(C)CCC,,train
125,Nc1cccc(O)c1,,train
-86,CC(C)OC(C)C,,train
118,OCc1ccc(CO)cc1,,train
78,CC1=C2C=CC=CC2=CC3=CC=CC=C13,,train
53,c1ccc2cc(ccc2c1)CBr,,train
74,c1ccc(cc1)C(C#N)c2ccccc2,,train
25.999998,COc1ccc(CO)cc1,,train
116,c1cc2cccc3Cc4cccc1c4c23,,train
-85,CC1CNCC(C)O1,,train
-59.999992,CCCc1ccccc1C,,train
93,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,,train
166,Cc1ccc(cc1C)C(=O)O,,train
-13.000001,CCC(CC)(CC)O,,train
138,Clc1cc(Cl)ccc1OCC(=O)O,,train
-64,Cc1cccc(c1)C(C)C,,train
208,c1ccc2c(c1)cccc2C(=O)N,,train
50,c1ccc2cc(ccc2c1)C(=O)Cl,,train
95,c1c(c(cc2c1OCO2)[N+](=O)[O-])C=O,,train
48,NC(=O)OCC,,train
92,COc1cccc(c1)C(=O)NN,,train
-37.999992,ClCCCCCl,,train
199,CC(C)(C)c1cc2nc(oc2cc1)c3ccc(s3)c4oc5ccc(cc5n4)C(C)(C)C,,train
-104,CCCCC#CCC,,train
52,c1cc(cc(c1)[N+](=O)[O-])N=C=O,,train
149,C1=CC=C(C(=C1)C(=O)O)Br,,train
-16.000002,C1CC=CCCCC1,,train
150,c1ccc(c(c1)OCC(=O)O)Cl,,train
289,CC(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(NC(C)=O)cc2,,train
-18.000002,CC(c1ccccc1)c2ccccc2,,train
98,COc1cc(ccc1OC)CC(=O)O,,train
159,C1=CC=C(C(=C1)C(=O)O)O,,train
-76,OCCOCCOCC,,train
236,[O-]S(=O)(=O)CCN1CC[NH+](CC1)CCO,,train
-80,C1C=CC=CC=C1,,train
-1.0000013,C1CCCCC1NC2CCCCC2,,train
83.5,CCC2CCC3C4CCC1CCCCC1(C)C4CCC23C,,train
-106,CCSC,,train
132,Oc1cccc(O)c1O,,train
20.999998,CCCc1ccc(cc1)O,,train
89,Cc1cc(c(n1c2ccccc2)C)C=O,,train
176,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,,train
135,c1cc(cc(c1)Cl)C(=O)N,,train
-81,CCN,,train
-112,S=C=S,,train
176,c1ccc(c(c1)C(=O)N)[N+](=O)[O-],,train
129,Oc1ccc(O)c(C)c1,,train
194,c1ccc2c(c1)cc(o2)C(=O)O,,train
-18.000002,NC1CCCCC1,,train
25.999998,Cc1ccc(s1)C(=O)C,,train
-91,C1CC1CCl,,train
110,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,,train
9.999999,Cc1cc(Br)c(C)cc1,,train
61,c1cc(cc(c1)S(=O)(=O)Cl)[N+](=O)[O-],,train
-118,CCC1=CCCC1,,train
59,c1ccc(cc1)n2cccc2,,train
143,C(C(=O)O)OCC(=O)O,,train
-100,FC(F)(F)C(F)(F)F,,train
437.99997,C1=CC2=C3C4=C1C=CC5=C4C6=C(C=C5)C=CC7=C6C3=C(C=C2)C=C7,,train
-41.999992,c1ccc(c(c1)F)I,,train
268,c1c(cc(c(c1Cl)O)Cl)C(=O)O,,train
169,c1cc(c(cc1C(=O)O)Cl)O,,train
-100,O=COC,,train
153,CCCCOc1ccc(CC(=O)NO)cc1,,train
163.5,O=C(Nc1cc(ccc1)C(F)(F)F)N(C)C,,train
-45,CCC(=O)OC(=O)CC,,train
54,COc1ccc2c(c1)cc[nH]2,,train
84,c1ccc(cc1)N(c2ccccc2)C(=O)Cl,,train
95,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2,,train
234,c1cc(c(cc1C(=O)O)O)[N+](=O)[O-],,train
74,CN(C)c1ccc(C=O)cc1,,train
-130,CC1(CC)CC1,,train
-78,CC(=O)CCC,,train
-30.000002,Cc1cccc(c1)N,,train
103,CCCCCCCCOc1ccc(cc1)C(=O)O,,train
91,c1c(c(nc(c1Cl)Cl)Cl)Cl,,train
200,CCc1nnc(s1)N,,train
116,C=Cc1ccc(cc1)c2ccccc2,,train
-28.000002,CCCOc1ccccc1,,train
76,CCN1C(=O)c2ccccc2C1=O,,train
95,CN1CCC(CC1)N(Cc2cccs2)c3ccccc3,,train
14.999999,CC(C)(C)c1ccc(N)cc1,,train
-113,C=CC=C,,train
-73,CCC(=O)OCC,,train
9.999999,CC(C)(C)N=C=S,,train
-132,CCC(=C)CC,,train
154,c1c(occ(c1=O)O)CO,,train
130,c1cc(cc(c1)O)CC(=O)O,,train
-75,CCCCC1CCCCC1,,train
92,CC(=O)Nc1ccccc1[N+](=O)[O-],,train
133,CN(C)C1=NC(=O)C(O1)c2ccccc2,,train
-86,CCO[Si](OCC)(OCC)OCC,,train
65,Oc1ccc(OCCCC)cc1,,train
61,C1CCCCCCCCCCC1,,train
6.9999986,CCCCCCCCCCO,,train
73,Cc1cc(c(cc1Br)C)Br,,train
65,C=Cc1ccc2ccccc2c1,,train
181,c1cc(ccc1CO)C(=O)O,,train
210,C1C2=CC=CC=C2C3=CC4=CC=CC=C4C=C31,,train
12.000003,CC(=O)CCCCCCCCC,,train
135,COc1ccc(c(c1)O)C(=O)c2ccc(cc2O)OC,,train
-134,CC=C(/C)C,,train
115,COC(=O)c1ccc(cc1)I,,train
5.9999986,Cc1ccc(c(c1)OC)O,,train
111,N#Cc1ccc(Br)cc1,,train
66,c1cnc(nc1)Cl,,train
162.5,OC(=O)c1ccccc1I,,train
201,Nc2nc(N)ncc2Cc1cc(OC)c(OC)c(OC)c1,,train
269,C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32,,train
34,c1cc(c(cc1Cl)Br)Cl,,train
67,CC(=CC(=O)O)C,,train
169,c1ccc(c(c1)c2ccc(cc2)C(F)(F)F)C(=O)O,,train
46,CCCCCCCCCCCCCCCO,,train
76,c1(c(c(c(c(c1F)F)F)F)F)NN,,train
182,O=C(N)c1ccc(N)cc1,,train
140,COc1cc(ccc1N)[N+](=O)[O-],,train
88,C1=CC(=CC=C1Br)Br,,train
117,c1cc(ccc1CC(=O)O)Br,,train
18.999998,CC(=O)c1ccc(cc1)Cl,,train
76,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,train
104,COC(=O)/C=C/C(=O)OC,,train
262.99997,c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)N)N,,train
130,NC(=O)c1cccnc1,,train
62,C1CCCCCCCCCCCCCC1,,train
-15.000001,FC(F)(F)C(=O)O,,train
-19.000002,CCCCOc1ccccc1,,train
116,OC(=O)c1ccccc1C(C)=O,,train
36,c1c(cc(cc1C(=O)Cl)C(=O)Cl)C(=O)Cl,,train
-114,CC(=C=C)C,,train
96.5,O=C1CCC(=O)N1O,,train
187,c1cc(oc1C(=O)O)[N+](=O)[O-],,train
18.999998,c1ccc(cc1)NN,,train
-73,O=C(CCC)OCCCCC,,train
-34,BrCCCBr,,train
27.999998,Brc1cc(CC#N)ccc1,,train
-104,ClS(Cl)=O,,train
42,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,,train
207,Clc1ccc(cc1)C(CN)CC(=O)O,,train
-35,C(CCl)Cl,,train
-20.000002,CCCCCCCCCS,,train
23.999998,C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,,train
-3.0000012,FC(F)(F)C(O)C(F)(F)F,,train
-90,CCCC#CC,,train
190,NC(=O)N2c1ccccc1C=Cc3ccccc23,,train
276,c1c(=O)[nH]c(=O)[nH]n1,,train
260.5,OCC(CO)(CO)CO,,train
78,C1=CC=C(C=C1)C2=CC=C(C=C2)Cl,,train
-92,CNC,,train
44,Clc1ccc(cc1)C(=O)OC,,train
48,CC(O)(C#C)c1ccccc1,,train
50,Cc1ccc(n1c2ccccc2)C,,train
36,c1cc(ccc1C#N)F,,train
-141,CCC/C=CC,,train
36.5,CC(C)(C)c1cccc(c1O)C(C)(C)C,,train
99,c1ccc(cc1)/C=C/C(=O)c2ccc(cc2)Cl,,train
240,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,,train
221,COC(=O)c1ccc(cc1)C(=O)O,,train
114,CCOC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2N,,train
50,CC2(C)C(=C)C1CCC2C1,,train
185,O=C(O)CCC(=O)O,,train
-97,CCl,,train
173,CC(CCC(=O)O)(c1ccc(cc1)O)c2ccc(cc2)O,,train
42,c1ccc(cc1)C(=O)OC(=O)c2ccccc2,,train
17.999998,OCCCCO,,train
-13.000001,c1ccc(c(c1)CCl)Cl,,train
52,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,,train
-121,CS,,train
-29.000002,CCOC(=O)Cc1ccccc1,,train
-43,CCc1ccc(cc1)CC,,train
147,c1ccc(cc1)C(c2ccccc2)C(=O)O,,train
225,c1ccc(cc1)c2ccc(cc2)C(=O)O,,train
-63,CCN1CCOCC1,,train
58,COc1ccc(OC)cc1,,train
-49,C1CCOCC1,,train
9.999999,Fc1cccc(O)c1,,train
46,O=Cc1ccc(Cl)cc1,,train
-95,CCCCCC,,train
-49,CCCCN,,train
139,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,,train
69,Cc1cc(c(cc1Cl)C)Cl,,train
39,COC(=O)c1cc(ccc1Cl)Cl,,train
-36,FC(F)(F)c1ccc(Cl)cc1,,train
-31.000002,CC(=O)OCCc1ccccc1,,train
9.999999,Cc1ccnc2c1cccc2,,train
119,c1ccc(cc1)P(CP(c2ccccc2)c3ccccc3)c4ccccc4,,train
53,C1=CC=C(C=C1)NC2=CC=CC=C2,,train
138,Cc1ccc2cccc(c2n1)[N+](=O)[O-],,train
-56.000008,CCOP(=O)(OCC)OCC,,train
-2.0000012,c1cc(cc(c1)O)C(F)(F)F,,train
203,OC(=O)c1cc(O)ccc1,,train
55,N#Cc1ccccc1Br,,train
37,COc1ccccc1N2CCNCC2,,train
176,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,,train
-90,CC(C)O,,train
-117,CC(C)C(C)(C)CCC,,train
8.499999,NCCN,,train
98,c1cc2c(cc[nH]2)c(c1)O,,train
105,c1cc(cc(c1)C(F)(F)F)C(=O)O,,train
227,c1ccc(cc1)c2nc(nc(n2)N)N,,train
284,O=C2c1ccccc1C(=O)c3ccccc23,,train
34.5,O=CC1CCCCC1,,train
-115,CC(C)(C)C=C,,train
-142.00002,CC1CCC(C)(C)C1,,train
88,CC(=O)Nc1cccc(c1)F,,train
-14.000001,CCCCCCCCCCc1ccccc1,,train
1.9999987,COC(=O)c1ccccc1C(=O)OC,,train
233,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,,train
69,Clc1cc(O)c(Cl)cc1Cl,,train
258,c1cc2cccc3c2c(c1)C(=O)C3=O,,train
27.999998,CCOc1ccc(cc1)I,,train
187,OC(=O)c1cc(I)ccc1,,train
115,Cc1ccc2c(c1)nc[nH]2,,train
165,c1cc(c(cc1C(=O)O)[N+](=O)[O-])[N+](=O)[O-],,train
116,C1C2=CC=CC=C2C3=CC=CC=C31,,train
111,Oc1cccc(O)c1,,train
115,C(=O)(C(C(C(=O)O)(F)F)(F)F)O,,train
181,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,,train
-9.000001,Oc1ccc(cc1OC)CC=C,,train
51,Cc1ccc(cc1)[N+](=O)[O-],,train
-113,C/C(C)=C(/C)C(C)C,,train
-134,C=C(C)C(C)CC,,train
-2.0000012,Cc1ccc2ccccc2n1,,train
9.999999,CC(=O)c1cccs1,,train
175,c1cc2c(cc1N)cn[nH]2,,train
94,Cc1ccc(cc1)C(=O)c2ccc(cc2)C,,train
-63,Cc1cc(C)ccc1CC,,train
-3.0000012,c1cc(c(cc1C(F)(F)F)[N+](=O)[O-])Cl,,train
110,Cc1cc(nc(c1C#N)Cl)Cl,,train
71,COc1ccc(cc1[N+]([O-])=O)OC,,train
36,O=C(C)c1cccc(c1)C(C)=O,,train
-4.5000014,CNCCO,,train
230,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,,train
1.9999987,BrC(C)C(Br)(Br)C,,train
166,C1C2C=CC1C3C2C(=O)OC3=O,,train
145,c1cnccc1O,,train
17.999998,c1ccc(cc1)CCCCCC(=O)O,,train
65,O=Nc1ccccc1,,train
-99,C=CCI,,train
111.5,Nc1ccc2ccccc2c1,,train
81,c1ccc(cc1)C(=O)CC#N,,train
142,CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)c1ccccc1,,train
100,CCC(=O)c1ccc(cc1O)O,,train
143,Nc1cc(Cl)ccc1O,,train
27.999998,CCCCCCCCCCCCCCCCCC,,train
58,Cc1cc2ccccc2[nH]1,,train
161,O=C1CC2CC(OCCC)CCC2(C)C2CCC3(C)C(CCC3OCCC)C12,,train
5.0000024,CC2(C)C(=O)C1(C)CCC2C1,,train
99,COc1ccccc1C(=O)O,,train
224.85,n1nc(sc1C)N,,train
72,O=[N+]([O-])c1ccccc1N,,train
20.999998,Clc1ccc(Cl)c(I)c1,,train
58,c1ccc2c(c1)c(c[nH]2)CCO,,train
221,c1cc(ccc1C(=O)O)C(F)(F)F,,train
43,c1cc([nH]c1)C=O,,train
-127,CC1CCCCC1,,train
45,CC(=O)Oc1cccc2c1cccc2,,train
-7.0000014,CC(C)(C)c1ccccc1O,,train
-112,CC1CO1,,train
156,CC(C)(c1ccc(cc1)O)c2ccc(cc2)O,,train
72.5,Nc1ccc(Cl)cc1,,train
50,COc1ccc(cc1)C(=O)OC,,train
65,c1cc2cccnc2c(c1)N,,train
156,CC(=O)Nc1ccc(cc1)C=O,,train
215,c1ccc(cc1)c2cc(c3ccccc3n2)C(=O)O,,train
99,CC(C)(C)c1ccc(cc1)O,,train
23.999998,c1ccc(cc1)OCCCl,,train
-183.99998,FC(F)(F)F,,train
195,O=S(=O)(N(CCC)CCC)c1ccc(cc1)C(=O)O,,train
15.999999,C1CCN(CC1)CCO,,train
61,COC(=O)c1ccc(cc1)C=O,,train
184,Cc1nnc(s1)S,,train
182,c1cc2ccc(cc2c(c1)O)O,,train
184,Nc2nc1cc(Cl)ccc1o2,,train
100,CC(CCC(=O)O)CC(=O)O,,train
-63,ClC(Cl)Cl,,train
-71,CCc1cnc(C)cc1,,train
85,CC(Cc1ccccc1)NC(C#N)c2ccccc2,,train
260.5,Fc1cc(C[C@H](N)C(=O)O)ccc1O,,train
-18.000002,COC(=O)C(Cl)(Cl)Cl,,train
97,c1ccc(cc1)c2cc(=O)c3ccccc3o2,,train
196,COc1cc(cc(c1OC)O)C(=O)O,,train
41,C1=CC=C(C=C1)O,,train
-85,CC(C)C(=O)OC,,train
36,c1ccc2c(c1)cccc2C#N,,train
74,c1ccc(cc1)c2ccc(cc2)F,,train
218,c1c(cc(cc1O)O)O,,train
-16.000002,ClC(Cl)c1ccccc1,,train
70,C(CCl)P(=O)(O)O,,train
-63,CCCCCCOC=O,,train
151,O=S(=O)(N)c1ccccc1,,train
-68,Cc1ccc(cc1)C(C)C,,train
93,COc1cc(cc(c1OC)OC)C#N,,train
154,Oc1ccc(C=O)cc1O,,train
25.999998,CCOc1ccccc1O,,train
102,c1ccc2c(c1)cc(c3c2cccc3)C=O,,train
-16.000002,Cc1cccc(C)c1CC,,train
116.5,Nc1ccc(Cl)cc1[N+]([O-])=O,,train
-56.000008,CC(C)C(=O)OC(=O)C(C)C,,train
-106,CC(C)CCC(C)(C)C,,train
190,c1ccc(cc1)c2cc3ccccc3[nH]2,,train
5.0000024,CCCCCCCCCCCC(=O)OC,,train
223,CCCCS(=O)(=O)NC(Cc2ccc(OCCCCC1CCNCC1)cc2)C(O)=O,,train
-29.000002,ClC(Cl)C(Cl)(Cl)Cl,,train
17.999998,O=C(CC)c1ccccc1,,train
-28.000002,CCc1cccc(c1)c2ccccc2,,train
180,CCCCC2=NC1(CCCC1)C(=O)N2Cc3ccc(cc3)c4ccccc4c5nnn[nH]5,,train
149,C1=CC(=CC=C1C2=CC=C(C=C2)Cl)Cl,,train
66,Oc1ccc(cc1OC)CNC(=O)CCCC/C=C/C(C)C,,train
171,O=C(O)C(=Cc1ccccc1)c1ccccc1,,train
44.5,COc1cccc(C#N)c1OC,,train
42.5,Clc1cc(Cl)c(Cl)nc1OP(=S)(OCC)OCC,,train
105,CCNC1=NC(=NC(=N1)SC)NC(C)(C)C,,train
278,Oc1ccc(cc1)c2ccc(O)cc2,,train
106,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)S,,train
0.100001,CC(=O)OO,,train
-2.0000012,c1ccc2c(c1)CC=C2,,train
84,Cc1cccc2c1[nH]cc2,,train
134,Cc1cc(=O)cc(o1)C,,train
223,OC(=O)c1cccc(C#N)c1,,train
-12.000001,CC(C)c1ccc(Cl)cc1,,train
9.999999,CC(=O)N1CCOCC1,,train
136,O=Cc1ccc(O)cc1O,,train
-52.5,CC(C)(C)C(C)=O,,train
67,c1ccc(cc1)C(CO)O,,train
110,CC1=CC(=CC=C1)C(=O)O,,train
-2.0000012,CCCCCCCCCCC1CCCCC1,,train
28.999998,Cc1ccc(cc1)Cc2ccc(C)cc2,,train
114,CC(=O)NC1=CC=CC=C1,,train
64.5,O=S1(=O)CC=CC1,,train
116,O=S(C)(=O)OCCCCOS(C)(=O)=O,,train
205,O=[N+]([O-])N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,,train
163,CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc2cccc(C)c2,,train
167,Oc1ccc(cc1)c2ccccc2,,train
144,C1=CC=C(C(=C1)C(=O)O)N,,train
-40.999992,Cc1cccc(c1)C(C)(C)C,,train
159,Clc1cccc(Cl)c1CC(=O)O,,train
57,Oc2ccccc2c1ccccc1,,train
41.5,O=C(O)CCCCCCCCCCCC,,train
256,O=C(C)Nc1ccc(cc1)C(=O)O,,train
-141,C=CCCC=C,,train
-24.800005,Clc1cccc(Cl)c1,,train
64,c1c(cc(cc1Cl)Cl)[N+](=O)[O-],,train
52,Cc1ccc(cc1Cl)O,,train
40,Clc1cccc(Cl)c1N,,train
112,CCOc1ccc2ccccc2c1C=O,,train
36,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,,train
51,c1cc(oc1)/C=C/C=O,,train
52,Cc1ccc(c(c1)C(C)(C)C)O,,train
197,O=C(O)C(S)C(S)C(O)=O,,train
76,c1ccc2cc(ccc2c1)S(=O)(=O)Cl,,train
36,CCOc1ccc(cc1)C(C)(C)COCc3cc(Oc2ccccc2)ccc3,,train
214.5,O=C(N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]5C[C@@]6(O)[C@@H](OC(=O)c2ccccc2)[C@H]4[C@@](C)([C@@H](O)C[C@H]3OC[C@]34OC(C)=O)C(=O)[C@H](OC(C)=O)C(=C5C)C6(C)C)c7ccccc7,,train
-115,CCCCOC,,train
61,CCCCCCCCCCCCCCCCCCO,,train
100,CCOC(=O)c1ccc(o1)[N+](=O)[O-],,train
37,COC(=O)c1ccc(C)cc1,,train
-23.000002,CCCCCCCN,,train
170,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2,,train
33,Cc1ccc2ccccc2c1,,train
78,CCc3cc1cc(OC)c(OC)cc1c(Cc2ccccc2)n3,,train
53,Nc1ccc(cc1)c2ccccc2,,train
93,c1cc2c(cc1C#N)OCO2,,train
216,C1=CC(=CC=C1C(=O)O)O,,train
18.999998,CCCCCCCCCCC(=O)C,,train
191,c1cc(ccc1)c2nnc(nc2c3ccccc3)c4ccccn4,,train
181,Cc1cccc(c1NC(=O)C)C,,train
-22.000002,N#CC(=C)C(=O)OCC,,train
62,c1cc2c(cc1O)CCCC2,,train
139,c1cscc1C(=O)O,,train
9.900001,CCCCCCCCCCCCCCC,,train
66,C1CNCCC1CCCC2CCNCC2,,train
122.5,c1ccc2Oc3ccccc3Oc2c1,,train
4.0000024,C1C=CC(=O)O1,,train
31,Cc1ccc(Cl)c(N)c1,,train
45,CCCCCCCCC#CCCCCCCCC(=O)O,,train
28.999998,N#Cc1ccc(C)cc1,,train
-88,BrCCl,,train
96,CCN(Cc1ccncc1)C(=O)C(CO)c2ccccc2,,train
66,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,train
23.999998,C1COCCN1CCN,,train
64,C1=C(C=C(C=C1Cl)Cl)Cl,,train
141,CNC(NCCSCc1nc[nH]c1C)=NC#N,,train
-47,O=C(CCCCCCC)OCC,,train
152,c1c(cc(c(c1[N+](=O)[O-])N)Br)[N+](=O)[O-],,train
59.5,c1ccc2Sc3ccccc3Oc2c1,,train
14.000003,O=[N+]([O-])C([N+]([O-])=O)([N+](=O)[O-])[N+]([O-])=O,,train
65,c1ccc2cc(ccc2c1)C#N,,train
36,COC(=O)CC(=C)C(=O)OC,,train
-103,CCCC(C)(C)O,,train
84,N#Cc1ccc(N)cc1,,train
62,c1cc(ccc1CBr)Br,,train
50,CN(C)c1ccc(cc1)N(C)C,,train
63,c1c(cc(cc1Cl)Cl)C=O,,train
71,Cc1cc(C)c(Br)cc1C,,train
6.9999986,CCC(=O)c1ccc(cc1)C,,train
-122,CC(C)C(CC)C(C)C,,train
-91,CCCCC(=O)OCC,,train
-111,CCC(S)CC,,train
-2.0000012,c1cc(ccc1N)F,,train
-56.999992,CC(=O)CCCC,,train
90,Cc1c(cccc1[N+](=O)[O-])N,,train
94,OCCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4,,train
64,CCCCCCCCCCCCCCCCCCCCO,,train
72,c1ccc(cc1)C(CBr)Br,,train
175,CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C,,train
66,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,train
6.9999986,Cc2ccccc2Cc1ccccc1,,train
-100,C[Si](C)(C)C,,train
186,C1CNCCNCCCNCCNC1,,train
194,c1ccc(c(c1)[N+](=O)[O-])SSc2ccccc2[N+](=O)[O-],,train
-53,CC1CCC2CC1C2(C)C,,train
-110.5,ClC(Cl)(Cl)F,,train
89.5,Cc1cc(N)c(N)cc1,,train
61.5,CCP(=O)(O)O,,train
80,Oc2ccc(Oc1ccccc1)cc2,,train
