logD,compound,solvent,set
2.6,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,,train
3.2,COCCN1CCN(CC(=O)Nc2ccc(-c3cccn4c(=O)cc(N5CCOCC5)nc34)c3sc4ccccc4c23)CC1,,train
1.94,O=C(Nc1nc2c(=O)[nH]cnc2s1)c1ccccc1,,train
2.67,Nc1nc(N)c(C(=O)Nc2ccccn2)nc1Cl,,train
2.7,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,,train
4.24,CSCCC(NC(=O)c1ccccc1)c1nc2ccccc2n1Cc1ccc(C#N)cc1,,train
3.7,CNc1nc2nc(SCc3cccc(F)c3F)nc(N[C@H](C)CO)c2s1,,train
2.72,Cc1cc2n[nH]c(=O)n2c2cc(-c3cccnc3)ccc12,,train
3.43,Cc1ccc(C(=O)C2CCN(C(=O)c3ccc(C)cc3)CC2)cc1,,train
3.99,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1,,train
1.2,c1cncc(-c2ccc(-c3nnc(C4CN5CCC4CC5)o3)o2)c1,,train
2.94,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,train
2.4,Cn1cnc2cc(OC(=O)c3ccccc3)cnc21,,train
3.25,N[C@H](CNC(=O)c1cc2c(-c3ccccc3Cc3ccccc3)cccc2[nH]1)C(=O)O,,train
3.02,CC(=O)NC[C@H]1CN(c2ccc(N3Cc4ccncc4C3)c(F)c2)C(=O)O1,,train
1.49,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,,train
-0.56,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,,train
3,C[C@@H]1CN(C(=O)OCC(F)(F)F)CCN1c1ncc(OCc2ccncc2C#N)cn1,,train
2.12,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,,train
1.55,CC(C)C(=O)Nc1ccc2c(c1)C(=O)NC2=O,,train
3.04,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,,train
2.19,Oc1c(I)cc(I)c2cccnc12,,train
-0.15999994,N#Cc1ccc(F)c(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,,train
1.38,CC(C)C(NC(=O)Cn1c(-c2cc(F)cc(F)c2)ncc(N)c1=O)C(=O)C(F)(F)F,,train
2.01,CN1CCCC1CCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,train
3.09,CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4nc(N)sc4c3)c3c(N)ncnc32)CC1,,train
1.44,O=c1c2sccc2n(CC2COc3ccccc3O2)c(=O)n1O,,train
3.26,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(C)C,,train
1.9,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCc3ccccc3)cnn2-c2ccccc2)cc1,,train
1.99,Cc1cc2[nH]c(=O)c(O)cc(=O)c2cc1C,,train
2.85,Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=O)N2,,train
4,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,,train
1.6,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4)CC3)CC2)cc1,,train
0.46999994,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,,train
1.52,COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,,train
1.41,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,,train
2.8,CCCc1c(OCc2ccc(-c3nn[nH]n3)cc2OC)ccc(C(C)=O)c1O,,train
1.59,CC1(c2ccc(Cl)c(Cl)c2)CC(=O)NC(N)=N1,,train
1.69,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,,train
1.95,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccc(F)cc34)sc21,,train
0.4999999,CCCSc1nc2ccc(NC(=O)CCC(=O)O)cc2s1,,train
3.18,Cn1cc(S(C)(=O)=O)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,,train
3.28,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)cc1,,train
4.21,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,,train
4.17,CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,,val
2.77,CNS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,,val
0.07000008,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC2CC2)c1,,val
3.3,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCCC1,,val
3.22,O=c1oc2ccccc2cc1-c1ccccc1,,val
2.6,CN(c1cccc(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,,val
3.82,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,,val
-0.22000012,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,,val
2.9,O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,,val
3.29,COc1cc2ncnc(NCc3ccccc3)c2cc1OC,,val
-0.8,COc1cc(OC)c(S(=O)(=O)N(c2ccccc2)c2ccccc2)cc1NC(=O)CCC(=O)O,,val
0.68,CC(C)C(NC(=O)Cn1c(-c2cccs2)ncc(N)c1=O)C(=O)C(F)(F)F,,val
3.76,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,,val
-0.62999994,O=C(Cc1ccc2c(n1)NCCC2)Nc1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,,val
1.44,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,,val
3.21,CN(c1ccnc(Nc2cccc(S(C)(=O)=O)c2)n1)c1cccc2[nH]ncc12,,val
2.36,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,val
2.41,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccncc2)c1=O)C(=O)C(F)(F)F,,val
0.8,Oc1ccnc2ccccc12,,val
2.95,CCCc1c(OCc2cccc(NC(=O)Cc3ccccc3C(=O)O)c2)ccc(C(C)=O)c1O,,val
3.71,COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)c1,,val
1.36,COc1ccc(-c2nc3c(NCC4CCNCC4)c(Br)cnc3[nH]2)cc1,,val
1.84,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1,,val
2.54,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(CC3CC3)C2)CC1,,val
3.5,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(F)ccc2[nH]1,,val
2.4,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc(C(F)(F)F)cs3)CC2)CC1,,val
1.4,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,,val
0.20000008,NC1(c2ccc(-c3nn4ccc(=O)nc4cc3-c3ccccc3)cc2)CCC1,,val
2.9,CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,,val
2.88,CN(C)CC1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1,,val
3.04,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,,val
2.98,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,,val
1.09,O=C([C@@H](O)CO)N1CC=C(c2ccc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,,val
2.13,Cc1ncc(-c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)ncc2F)n1C(C)C,,val
2.74,Clc1ccccc1CNC[C@H]1CC[C@H](CNCc2ccccc2Cl)CC1,,val
1.78,Cc1ccc2c(c1)c(-c1ccnc3ccc(C(F)(F)F)cc13)c(C)n2CC(=O)O,,val
3.8,CCC[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,,val
2.43,NC(=O)Nc1cc(-c2ccccc2)sc1C(N)=O,,val
0.30999997,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,,val
1.9,CC(C)(C)c1cc2nc3c(c(O)n2n1)CN(Cc1ccccc1)C3=O,,val
2.3,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3cc(C#N)ccn23)n1,,val
4.2,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,,val
1.91,Nc1cc(-c2ccccc2)ncn1,,val
3.7,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(OC3CCOCC3)cc(N3CCOCC3)c2)n1,,val
0.8500001,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,,val
1.75,NC(=O)Nc1sc(-c2ccc(CN3CCCCC3)cc2)cc1C(N)=O,,val
4.23,CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,,val
2.83,O=C(O)c1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,val
-1.4800001,O=c1[nH]c(S)nc2[nH]cnc12,,val
3.2,Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)cc(-c3cccc(Br)c3)c12,,val
3.14,Cc1ncc(-c2nc(Nc3ccc(C(N)=O)c(F)c3)ncc2F)n1C(C)C,,val
-0.109999985,CCS(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,,val
0.20000008,C=CCOc1ccccc1OCC(O)CNC(C)C,,val
2.81,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3C#N)cn2)CC1,,val
4.06,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,,val
1.86,O=C(CS(=O)(=O)c1ccccc1)c1ccccc1,,val
1.58,CNCCC=C1c2ccccc2CCc2ccccc21,,val
1.5,Nc1nc(OC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O,,val
2.3,C[C@@H]1CN(C(=O)OC(C)(C)C#N)CCN1c1ncc(OCc2ccncc2C#N)cn1,,val
1.27,N=C(N)c1cc2c(-c3ccccc3)cccc2s1,,val
2.15,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,,val
0.20000008,COc1ccc(-c2nc(N3CCOCC3)nc(O)c2C#N)cc1,,val
0.20000008,COc1ncc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,,val
1.6,O=C(O)CCCCn1nnc(-c2ccc(C(=O)N3CCC(N4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)CC3)cc2)n1,,val
-0.09,Cn1c(=O)c2[nH]cnc2n(C)c1=O,,val
0.7799999,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCOC2)cc1,,val
1.52,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1,,val
-0.7100001,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)/C=C/C(=O)O,,val
3.39,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cccc(Cl)c1,,val
-0.9399999,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,,val
2.32,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,,val
2.8,Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2cc1C,,val
2.06,Nc1ncc2cc(-c3c(Br)cccc3Br)c(N)nc2n1,,val
2.51,CCCCN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,,val
2.38,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,,val
-0.13999996,COc1ncc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,,val
3.65,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ccc(Cl)cc4c3C2)CC1,,val
3.4,NC1(C(=O)NC(c2ccc(Cl)cc2)C2CC2)CCN(c2ncnc3[nH]ccc23)CC1,,val
1.12,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,,val
3.99,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1,,val
2.15,CC1(C(=O)NC2CCCCC2)CCC(=O)N1Cc1cccs1,,val
3.3,Cc1cc(C)cc(-c2[nH]c3ccccc3c2CCNCCCCc2ccncc2)c1,,val
1.99,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1,,val
2.55,Cc1sc(CN2CCNCC2)cc1C(=O)NCC12CC3CC(CC(C3)C1)C2,,val
2.06,O=C(Cc1cc(Nc2ncnc3cc(OCCCN4CCC[C@@H]4CO)ccc23)n[nH]1)Nc1cccc(F)c1F,,val
2.5,CCOc1ccccc1-c1ccc(-c2nc3ccc(F)cc3c(N[C@H](C)C(=O)O)c2C#N)cc1,,val
3.42,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(N)=O,,val
1.1,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,,val
2.9,CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,,val
3.5,Nc1nccc(/C=C/c2ccc(Cl)cc2)n1,,val
3.1,C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccncc2C#N)cn1,,val
3.3,COc1cc2ncnc(Nc3ccc(Cl)c(O)c3)c2cc1OC,,val
-0.86999995,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,val
2.09,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,,val
3.5,CN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,val
3.37,COc1ccccc1Nc1cc(Oc2cc(C)c(C)nc2-c2ccccn2)ccn1,,val
2,CC[S+]([O-])c1ncccc1C1(O)CCN(CC23CC(c4ccccc42)c2ccccc23)CC1,,val
0.8999999,CCOC(=O)c1cnc2c(N)cccc2c1O,,val
0.56,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,,val
-0.66000015,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,,val
1.71,O=C(O)c1cccnc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,val
3.1,COc1ccc(-c2cc(NC(=O)Cc3ccc4ccccc4c3)[nH]n2)cc1OC,,val
-0.57,NNC(=O)c1ccncc1,,val
3.15,Cc1c(Cl)ccc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)c1Cl,,val
1.78,COc1ccc2ncc(F)c(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1,,val
-1.1999999,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,,val
1.82,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,,val
3.29,c1ccc2ccccc2c1,,val
1.75,Cc1ccc(NC(=O)c2ccno2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,,val
3.3,C[C@@H](NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,,val
1.94,C1=CCC(c2cc3ccccc3o2)CNC1,,val
2.4,O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1O,,val
2.03,C[C@@H](O)[C@H](NC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO,,val
3.2,COc1ccc(NC(=O)c2nnc(Nc3ccccc3F)o2)cn1,,val
3.4,COc1ncc(C)cc1-c1cccc2c(N)c(C(=O)NC3CC3)nnc12,,val
4.17,OCCO[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O,,val
2.53,O=C(NCC1CCCCCC1)c1cc(-c2cccnc2N2CCC(C(=O)O)CC2)ccc1Cl,,val
2.9,Nc1ccc2c(c1)C(=O)c1ccccc1-2,,val
3.86,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,,val
2.32,CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N(C)CC)cc2)N2CCN(Cc3nc[nH]c3C)CC2)c1,,val
1.05,Nc1nc(O)cc(-c2ccc(O)cc2)n1,,val
1.88,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)ccc12,,val
2.28,CS(=O)(=O)Nc1cc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc(C(N)=O)c1,,val
2.91,CNc1c(Br)cnc2[nH]c(-c3ccc(OCCN4CCN(C)CC4)cc3)nc12,,val
0.7,CC(C)CNc1nc(C#N)nc(N2CCNCC2)c1N,,val
3.5,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN(C(C)C)C(C)C,,val
3.47,COc1ccc(OC)c(-c2c(F)ccc3c(N)c(C(=O)NC4CC4)nnc23)c1,,val
1.64,C[C@@H](C(=O)NCCN1CCCC1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,,val
1.97,Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1,,val
4,Cc1ccc(F)cc1S(=O)(=O)N[C@@H]1CCN(Cc2ccc(-c3ccccc3)cc2)C1,,val
2.26,C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(N2CCOCC2)n1)c1ncc(F)cn1,,val
1.69,COc1ccnc(CCc2nc3cccnc3[nH]2)c1,,val
2.75,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCCC1,,val
0.4400001,CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,,val
3.1,CCOc1cccc2c3c([nH]c12)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3,,val
-0.34000024,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CCc1nn[nH]n1,,val
1.71,COc1cc(F)ccc1-c1cc(CNC2CCCC2)ccn1,,val
2.54,COc1cc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc(OC)c1OC,,val
2.16,O=c1[nH]c2cc(Cl)ccc2o1,,val
2.18,Cc1ccccc1C(=O)N1CCN(c2ccccn2)CC1,,val
3.88,O=C1CCC(=O)N1C(CCc1ccncc1)COc1ccc(-c2cccc([N+](=O)[O-])c2)cc1,,val
3.36,CCCSc1ncccc1C(=O)N(C)C1CCCCC1,,val
0.4999999,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)OC2,,val
2.08,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2cccnc2)cc1)C(F)(F)F,,val
-0.86999995,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,,val
2.2,Nc1ccc(OCc2ccccc2)cc1,,val
1.48,CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccc(F)cc3F)ncn2)cc1,,val
3.7,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Br)c(-c2cnc3ccccn23)n1,,val
1.86,Clc1ccc(C2CC=CCNC2)cc1Cl,,val
1.08,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,val
2.63,Cc1cc(CN2CCc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,,val
3.17,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,,val
3.8,CCOC(=O)c1c(-c2ccccc2)nc2cc(C)ccn12,,val
1.65,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,,val
0.36000004,COc1ccccc1OCC(O)COC(N)=O,,val
-1.1999999,Fc1ncccc1OC[C@@H]1CCN1,,val
1.5,Cc1ccc(NC(=O)c2cccnc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,,val
2.93,COc1ccc(Cn2c(=O)[nH]c3c(=O)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c(-c4ccccc4)cc3c2=O)cc1,,val
3.15,O=C(c1ccc(F)cc1)C1CCN(C(=O)NCc2ccccc2)CC1,,val
3.9,O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)c(-c3ccccc3)cc12,,val
3.5,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,,val
3.11,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2F)n[nH]1,,val
0.29,NC12CCC(c3ccccc3)(CC1)CC2,,val
-0.099999994,CN1CCN(C(=O)[C@@H]2CCCC[C@H]2C(=O)NCC#N)CC1,,val
1.4,O=C1Nc2ccccc2B(O)N1c1ccccc1,,val
2.2,CCOc1ccc2ccc(=O)oc2c1,,val
-0.08000001,Cc1ccc2c(c1)c(Sc1ccc(S(C)(=O)=O)cc1)c(C)n2CC(=O)O,,val
2.97,Cc1nc(-c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2)c[nH]1,,val
2.3,CCCc1c(OCc2ccc(C(=O)O)c(Br)c2)ccc(C(C)=O)c1O,,val
2.58,O=C(Nc1ccccc1Cl)c1cc[nH]n1,,val
1.18,CCNCc1cncc(-c2ccc(F)cc2OC)n1,,val
1.97,COc1c2occc2cc2ccc(=O)oc12,,val
1.9,c1ccc(C2Cc3ccccc3CN2)cc1,,val
3,Cc1cc(C)n(-c2cccc(Cl)c2C#N)n1,,val
3,O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1,,val
2.4,CN(C)C(=O)CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,,val
2.4,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NO,,val
2,COc1cc(F)ccc1-c1cncc(CNC[C@@H]2CCCO2)n1,,val
3.7,CCCc1c(C(=O)Nc2cc(C)on2)cnn1-c1ccccc1,,val
1.65,c1ccc(CCNCc2ccccc2)cc1,,val
0.54,c1ccc(C2CCNCC2)cc1,,val
1.34,CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,,val
1.3,Oc1cc(-c2ccccc2)nc2ccnn12,,val
1.45,CC(C)(C(=O)c1cccnc1)c1cccnc1,,val
2.2,N=C(N)c1cc2c(/C=C/c3ccc4c(c3)OCO4)cccc2s1,,val
1.3,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccn1,,val
0.73999995,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,,val
3.54,CCOC(=O)c1ccc(OCCC2(C#N)CCN(c3ccc(C)nn3)CC2)cc1,,val
2.54,CC1(O)CN(S(=O)(=O)c2ccc3c(C(=O)NC[C@@H](O)CN4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)c[nH]c(=O)c3c2)C1,,val
3.31,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(F)c1,,val
2.4,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,,val
3.36,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)ccc12,,val
3.34,COc1cc2ncc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1OC,,val
3.14,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,,val
3.35,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,val
2.93,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,,val
4.31,C(#Cc1n[nH]c2ccccc12)c1ccccc1,,val
1.15,Cc1cc(CN2Cc3cccnc3CC2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,,val
1.03,COc1cc(OC)c(S(=O)(=O)NCc2ccccc2N2CCC(CO)CC2)cc1NC(C)=O,,val
2.49,CN(C)CCCN1c2ccccc2CCc2ccccc21,,val
3.02,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12,,val
3.41,O=C(c1ccccc1)C(O)(CN1CCCCC1)c1ccccc1,,val
3.35,CN1CCC(n2cc(-c3cnc(N)c(-c4nc5ccc(F)cc5o4)c3)cn2)CC1,,val
3.6,NC1(c2ccc(-c3ncc4ccccc4c3-c3ccccc3)cc2)CCC1,,val
3.33,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccncc2C#N)cn1,,val
3.3,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,,val
2.35,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ccccc34)sc21,,val
0.14000002,Cn1cc(C(=O)CCCCOc2ccc(C(=O)O)cc2)cc1C=O,,val
2.67,COC(=O)CCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1cc(NC(=O)CCC(=O)OC)ccc1-2,,val
