Solubility,compound,solvent,set
-4.43,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,val
-1.3999999,CCC1=CC=C(O)C=C1,,val
-2.419,CCCC(CC)(CC)CO,,val
-4.7267914,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,,val
-6.636031,CCCC1CCC(CC1)C2CCC(CC2)c3ccc(c(F)c3)c4cc(F)c(F)c(F)c4,,val
-0.85,OC(=O)C1=CC(=CC=C1O)O,,val
-5.6698933,N12[Si]34N5[Si]16N3[Si]25N46,,val
-4.1,COP(=S)(OC)SCN2C(=O)c1ccccc1C2=O,,val
-0.46557295,CNC(=S)NN,,val
-2.8923562,CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,,val
-4.4544,c1ccc(cc1)N=Nc2ccccc2,,val
-2.83,O=C(CCCN1CCC(O)(C2=CC=C(F)C=C2)CC1)C1=CC=C(F)C=C1,,val
-5.444,Oc1ccc(Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)cc1,,val
-7.47,Clc1ccc(Cl)c(c1)c2c(Cl)cc(Cl)cc2Cl,,val
-2.01,CCC(CC)(C(=O)NC(N)=O)C(=O)OCC(=O)OC,,val
-3.6623545,CCCCC(C#N)c1ccccc1,,val
-1.6953,C=CCN=C=S,,val
-6.77151,COCCCN1C(=O)c2ccc3C(=O)n4c5ccc(C)cc5nc4c6ccc(C1=O)c2c36,,val
-3.013012,CCCCCCCCCO,,val
-2.4564,CCCCCCCCCCN,,val
1.1076998,OC(=O)CF,,val
-4.28,CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)C3=CC=C(Cl)C=C3,,val
-0.56342757,C[Si](C)C,,val
-4.35,CC(CCC(O)=O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,,val
-1.2858948,BrCBr,,val
-3.9901602,CCCCCCC(C)(C)S,,val
-1.9259,[O-][N+](=O)C(Cl)([N+]([O-])=O)[N+]([O-])=O,,val
-2.65,O=C1NC(=O)N(CC2=CC=CC=C2)C=C1F,,val
-1.3781466,NC1=CC(=O)N=C(N)N1,,val
-3.0334485,CCN(CCCl)c1ccc(C=O)cc1,,val
-1.8135,CC(C)CCOC(C)=O,,val
-6.6027994,CC(C)c1ccc(cc1)C(C)C,,val
-5.42,FC(F)(F)N=C1SC(=NC2=CC=CC=C2)N(C3=CC=CC=C3)C1=NC(F)(F)F,,val
-5.493585,O=C1N=C(NC(=N1)c2ccccc2)c3ccccc3,,val
-4.63,CCO[P](=S)(OCC)O\N=C(C#N)\c1ccccc1,,val
-1.5082784,[NH3+][C@@H](C([O-])=O)c1ccccc1,,val
-2.46,CCC(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,,val
-0.92296326,FC(F)CCl,,val
-0.8763999,Oc1cccc(Br)c1,,val
-1.4690381,OC1CSC(O)CS1,,val
-8.11,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(OC(=O)C5=CC=C(C=C5)C6=CC=CC=C6)C#C,,val
0.65240014,COC[C@H](N)C(O)=O,,val
-3.0887783,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,,val
-2.15,O=C(NCN1CCCCC1)C2=CC=CC=C2,,val
-6.7054443,Cc1ccc(N\N=C2/C(=O)C=Cc3ccccc23)c(C)c1,,val
-3.1926,OC(=O)c1cc(nc2ccccc12)c3ccccc3,,val
-3.760107,CC(C)CCOCCC(C)C,,val
-2.1899588,CC(C)(C)c1ccccc1O,,val
-1.5589999,Oc1cc(Cl)cc(Cl)c1,,val
-4.17,c1ccccc1Cc2ccccc2,,val
0.049756877,C=CCOCC1CO1,,val
-1.5,O=C(OCC1=CC=CC=C1)C(OS(=O)(=O)O)C1=CC=CC=C1,,val
-2.14,COC1=NC=C(NC(=O)C2CC2)C=C1,,val
-4.55,NC1=NC2=C(N=CC(=O)N2)C(=O)N1,,val
-0.88900006,CCCC(C)C(O)=O,,val
-3.25,CC(C)N(C(C)C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,,val
1.1185998,COCCO,,val
-5.8892,Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,,val
-3.9351,CCO[P](=O)(OCC)SCCSCC.CCO[P](=S)(OCC)OCCSCC,,val
0.6086999,OC(=O)c1ccc(c(c1)C(O)=O)[S](O)(=O)=O,,val
-3.6367,ON(c1ccccc1)C(=O)c2cc(cc(c2)[N+]([O-])=O)[N+]([O-])=O,,val
-0.90999997,O=C(NC(CO)C(=O)O)C1=CC=CC=C1,,val
-4.17,CC1C(N)CN1C1=C(F)C2=C(C=C1F)C(=O)C(C(=O)O)=CN2C1CC1,,val
-1.87,COC1=C(OC2OC(CO)C(O)C(O)C2O)C=CC(=C1)\C=C\CO,,val
-1.91,CCC(C)([S](=O)(=O)CC)[S](=O)(=O)CC,,val
-2.77,c1ccccc1CC,,val
-3.1574,CCCCCCNCCCCCC,,val
-2.9395,CCN(/N=C/c1oc(cc1)[N+]([O-])=O)C(N)=O,,val
-6.625,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,,val
-0.8456999,CC1CCC(=O)N1c2ccccc2,,val
-5.0631,CCCCCCCCBr,,val
-7.41,[NH]1C2=C(C=CC3=C2C=CC=C3)C4=C1C5=C(C=CC=C5)C=C4,,val
-4.13,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(Cl)C=C2,,val
-3.5913,N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,,val
-6.96,ClC1=CC(=C(Cl)C(=C1)C2=C(Cl)C(=CC=C2)Cl)Cl,,val
-2.4740067,COc1ccc(COC(C)=O)cc1,,val
-3.755421,CCCCCCOC(=O)C(C)=C,,val
-4.0456634,CCCCC(CC)COC(=O)CS[Sn](C)(C)SCC(=O)OCC(CC)CCCC,,val
-3.567,ClC(Cl)(Cl)c1ccccc1,,val
-2.17,NC1=C2C=CC(C(F)(F)F)=CC2=NC2=C1C=CC=C2,,val
-6.33,O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)C3=C1C=CC=C3,,val
-1.7487,CCC(CC)COC(=O)N[S](N)(=O)=O,,val
-1.4815528,Cc1ccc(N)c(Cl)c1O,,val
-2.63,CCCC(C)Cl,,val
1.0451692,COCCOC,,val
-1.1494,NC(C(O)C(O)=O)C(N)=O,,val
-2.3395422,COc1ccc(C)cc1,,val
-0.9467715,CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C,,val
-5.5931225,CCCCCCCCCCCCCCCC(=O)NCC(O)=O,,val
-3.4746,CCCCO[P](=O)(OCCCC)Oc1ccccc1,,val
-2.3853,Nc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,,val
-4.2616954,O=C1CCCCCCCCCCCC(=O)OCCO1,,val
-5.02,C[S](=O)C1=CC=C2OC3=C(C=C(C=C3)C(O)=O)C(=O)C2=C1,,val
-6.55809,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c2ccccc2,,val
-4.2868905,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,,val
-0.5394,Cc1cc(C)nc(C)c1,,val
-2.42,NC1=C2C=C(Cl)C=CC2=NC2=C1C=CC=C2,,val
0.7597002,CC(C(O)=O)C(O)=O,,val
-1.66,CC(CCO[N+](=O)O)O[N+](=O)O,,val
-2.1795,S=C1Nc2ccccc2O1,,val
-7.9399996,ClC1=C(Cl)C(=C(OC2=CC=CC=C2)C(=C1Cl)Cl)Cl,,val
-0.81860006,N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1C(F)(F)F,,val
-5.460037,CCC(C)(C)OOC1(CCCCC1)OOC(C)(C)CC,,val
-6.9044857,Nc1ccc(cc1Cl)C2(c3ccc(N)c(Cl)c3)c4ccccc4c5ccccc25,,val
-6.9257836,CN1C(=O)C(=N/Nc2ccc(Cl)c(Cl)c2)/C(=C(C#N)C1=O)C,,val
-0.13720001,NNC(=O)c1cccnc1,,val
-2.6874459,CCC(COCCOC(=O)C=C)(COCCOC(=O)C=C)COCCOC(=O)C=C,,val
-4.3331394,CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C,,val
-2.1453,CCc1ccc(NC(C)=O)cc1,,val
-0.55679286,NC(=N)[S](O)=O,,val
-1.7442329,OCCCCCCC=C,,val
-8.269885,Cc1ccc(cc1)N2N=C(C)C(N=Nc3ccc(cc3Cl)c4ccc(N=NC5C(=NN(c6ccc(C)cc6)C5=O)C)c(Cl)c4)C2=O,,val
-1.5675,CN1C2CCC1CC(C2)OC(=O)C(CO[S](O)(=O)=O)c3ccccc3,,val
0.630324,CC(=O)OCCOCCOCCOC(C)=O,,val
-2.669,[O-][N+](=O)c1cc(c(Cl)c(c1)[N+]([O-])=O)[N+]([O-])=O,,val
-2.7063,CC(C)Nc1nc(N)nc(Cl)n1,,val
-8.98305,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC,,val
-4.82,C1=CC2=C(C=C1Cl)NC(=N2)C3=CC=C(O3)[N+](=O)[O-],,val
-5.1086,CCc1nn(C)c(C(=O)NCc2ccc(cc2)C(C)(C)C)c1Cl,,val
-0.9011961,Oc1ccc(cc1NNC2=CC=C3C(=O)C=CC=C3C2=O)[S]([O-])(=O)=O,,val
-0.16999997,CC(C(=O)O)N(CCC#N)CCC#N,,val
-1.8579774,CCCC(CCC)C(O)=O,,val
-2.7275,O=C(CC#N)Nc1ccccc1,,val
-0.48019993,OC(=O)c1occc1,,val
-2.3757,Fc1cc(F)c(F)cc1F,,val
-2.25,N[S](=O)(=O)C1=CC2=C(S1)C(O)CCS2,,val
-2.85,OC(=O)\C=C\C=C\C(O)=O,,val
-1.7447888,CCNC(=S)OC(C)C,,val
-2.9987,CCNc1nc(OC)nc(n1)N(CC)CC,,val
-2.25,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,,val
-7.33,ClC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2Cl)C(=C1)Cl,,val
-1.9986,COC(C)C(C)Cl,,val
-3.6,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,,val
-2.03,CN1N=C(SC1=N[S](=O)(=O)C2=CC=C(F)C=C2)[S](N)(=O)=O,,val
-1.9026537,CC(=C)[C@H]1CC=C(C)C(=O)C1,,val
-4.1524,C1CCCCCCC1,,val
-2.3017,NCCCCCCNCCCCCCCCCCC(O)=O,,val
-1.96,ClC=C(Cl)Cl,,val
-0.48614967,CCCCCCCCCCCCCCCC[n+]1ccccc1,,val
-6.9891353,CN(C)c1ccc(cc1)C(O)(c2ccc(cc2)N(C)C)c3ccc(Nc4ccccc4)c5ccccc35,,val
-0.32000005,CC(C)(CC(O)=O)C(O)=O,,val
-0.3444506,CCOC(=O)OC,,val
1.0941285,OCCCl,,val
-0.98829114,CC(C)OC(Cl)=O,,val
-1.5699,CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,,val
-1.9709,Fc1ccc(F)cc1,,val
-8.782716,CN1C(=O)C(=N/Nc2cccc(O[S](=O)(=O)c3ccccc3)c2)\C(=C(C#N)C1=O)C,,val
-2.87,CC3C2C(O)C1C(N(C)C)C(=C(C(N)=O)C(=O)C1(O)C(=C2C(=O)c4c(O)cccc34)O)O,,val
0.5768,ON=C,,val
-0.07900704,C=CCNCC=C,,val
-1.3593,CC(=O)Nc1ccc(F)cc1C,,val
-2.284,[O-][N+](=O)C1C(=O)NC(=O)NC1=O,,val
-4.23,CCC(N)=O,,val
-1.9402,CCCCOCCOCCCC,,val
-0.42999995,OP(=O)(O)OCN1C(=O)NC(C2=CC=CC=C2)(C2=CC=CC=C2)C1=O,,val
-5.5754,Fc1ccc2N=C(n3cncn3)N(C(=O)c2c1)c4ccc(Cl)cc4Cl,,val
-0.99,CC(=O)NC1=C(C=CC(=C1)Cl)[N+](=O)[O-],,val
-2.0587,C1C=CCC=C1,,val
-0.7400001,O=C(OCC)C=C,,val
-4.3211403,CCOC(=O)OC1CCCCC1C(C)(C)C,,val
-2.18,O=C1C(C)CCC(C(C)=C)C1,,val
-0.21500005,OC(=O)CC(Br)C(O)=O,,val
-1.927,CC[S](=O)(=O)C(C)(C)[S](=O)(=O)CC,,val
-3.9692395,CCOC(=O)N(c1ccccc1)c2ccccc2,,val
-0.8749,Clc1cnc2cncnc2n1,,val
-1.7150989,CNCc1cccc2ccccc12,,val
-7.204596,O=C1N2c3cccc4cccc(N=C2c5cccc6cccc1c56)c34,,val
-5.1495,C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,,val
-2.8756,CCCCC1(CCCC)C(=O)NC(=O)NC1=O,,val
0.6855,COCC(C)OCC(C)OC(C)CO,,val
-3.6037,CO\N=C(/C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,,val
-1.7924098,Fc1ccccc1,,val
-1.55,c1c(SC)nc2cncnc2n1,,val
-2.1798873,CCOC(=O)CC1(C)OCC(C)O1,,val
-3.5889,CN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,val
-6.02,c1cccc(Cl)c1c2c(Cl)ccc(Cl)c2,,val
-2.5888216,CC(C)C1CCC(C)CC1OO,,val
-3.7185037,COC(=O)c1ccc(c(N)c1)C(=O)OC,,val
-1.17,OCC(CC)CC,,val
-7.2168,C1CN(CCO1)C(c2ccccc2)(c3ccccc3)c4ccccc4,,val
-1.8179145,CC(=O)N1CCN(CC1)c2ccc(O)cc2,,val
-1.0784,CCCCC(C)(C)O,,val
-4.161,OC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13,,val
-2.1520684,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,,val
-9.1,ClC1=CC(=C(Cl)C(=C1Cl)C2=CC(=C(Cl)C(=C2)Cl)Cl)Cl,,val
-2.2261095,OCC(CBr)(CBr)CBr,,val
-3.0467,CC(C)(C)OC(=O)c1cccc(c1C([O-])=O)[N+]([O-])=O,,val
-3.6604,CN(C)C(=S)Nc1ccc(Cl)cc1C,,val
-1.8938187,CN(C)C(=O)NC[C@@]1(C)C[C@@H](CC(C)(C)C1)NC(=O)N(C)C,,val
-5.25,ClC1=CC(=CC(=C1)C2(CO2)CC(Cl)(Cl)Cl)Cl,,val
-1.48,CCC1=C2C=CC=CC2=NC(CN)=C1C,,val
-5.6004,Brc1cc(Br)cc(Br)c1,,val
-4.680882,CCCCC(CC)CCl,,val
-0.7952999,OC(=O)C[C@@H](Cl)C(O)=O,,val
-5.517335,O=C1c2cccc(Sc3ccccc3)c2C(=O)c4c(Sc5ccccc5)cccc14,,val
-3.9198954,C=C[S](=O)(=O)C[S](=O)(=O)C=C,,val
1.5682,C#N,,val
-2.7993,CCc1ccccc1[N+]([O-])=O,,val
-5.7657,CCCCCCCCC,,val
0.26789844,CC(N)C(O)=O,,val
-4.5442204,CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,,val
-3.68,CCC1(C(=O)NC(=O)N(C)C1=O)C2=CC=CC=C2,,val
-1.0875999,CCC(CC)C(=O)N(CC)CC,,val
-0.74472725,COc1ccc(CO)cc1,,val
0.06847512,CC(=O)OCCOC(C)=O,,val
0.011899821,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)C=C(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,,val
-3.54,CCC1(CC)C(=O)N(C2=CC=CC=C2)N=C1OC(C)=O,,val
-6.1366,Nc1ccc2C(=O)c3ccccc3C(=O)c2c1,,val
1.0599917,COC1COC2C(COC12)OC,,val
-1.4710999,CC(=O)c1cc(O)c(O)c(O)c1,,val
-0.5500001,CCOC(=O)N1CC(C)N(C(N)=O)CC1C,,val
-4.6267486,CCCCCCCCCC(=O)OC,,val
0.31000006,CN1N(C2=CC=CC=C2)C(=O)C(=C1C)N,,val
0.10298812,CCCCCCCCCCO[S]([O-])(=O)=O,,val
-3.3085,CCCCCCCCC(C)=O,,val
-6.07,CC12CCC3C(CCC4CC(=O)CCC34C)C1CC=C2,,val
-7.3154025,CCN(CCC(=O)OC)c1ccc(cc1)N=Nc2snc3ccc(cc23)[N+]([O-])=O,,val
-3.1547687,Oc1ccccc1C(=O)Oc2ccccc2,,val
0.50829995,CN(C)C(=O)c1ccccc1C(=O)N(C)C,,val
-1.66,OC1COC(OC2=CC=CC=C2)C(O)C1O,,val
-2.6354,OC(=O)c1cc(C=O)ccc1O,,val
-2.69,O=C(Nc(ccc(c1)N(=O)=O)c1)C,,val
-3.8523,OC(=O)\C=C/c1ccc2OCOc2c1,,val
-0.17259993,CCOCOCC,,val
-2.63,OC(=O)C1=C(C(=CC=C1)Cl)[N+]([O-])=O,,val
-3.2365,CC(=O)Nc1cc(N[S](=O)(=O)C(F)(F)F)c(C)cc1C,,val
-1.5985187,CC(C)Br,,val
-3.677347,CC(C)c1cccc(c1)C(C)CC=O,,val
-0.07005275,CCCOCC(C)OCC(C)O,,val
-5.982567,CCCCCCC(=O)OCC(CC)(CO)COC(=O)CCCC,,val
-6.014,COc1cccc(n1)N(C)C(=S)Oc2cccc(c2)C(C)(C)C,,val
0.6610695,[O-]C(=O)C(F)(F)F,,val
-7.1152525,[O-][N+](=O)c1cc(Cl)c(N=Nc2ccc(cc2)N(CCC#N)CCC#N)c(Cl)c1,,val
-1.5216,COc1cc(ccc1O)C(C)=O,,val
-2.8871,CC1=C(CCC1(C)C)C(O)=O,,val
-0.89,O=C1C=CC(=O)C=C1,,val
-0.44870007,CC1CCC2(CCC(C)O2)O1,,val
-0.20459999,CC(COC(C)=O)OC(C)=O,,val
-1.4555999,CC(C)C1C(=O)NC(=O)NC1=O,,val
-2.6328,[O-][N+](=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O,,val
-1.79,CCN(CC)CC(=O)OC[N]1N=CC2=C1N=CNC2=O,,val
-1.27,CCN(C(N)=O)C1=CC=C(OC)C=C1,,val
-8.646143,Oc1ccc(Nc2ccccc2)c3C(=O)c4c(c(O)ccc4[N+]([O-])=O)C(=O)c13,,val
-4.44,CC(=O)OC1=CC=C(NC(=O)NC2=CC=CC=C2)C=C1,,val
-3.8109627,C1CN(CCO1)Sc2sc3ccccc3n2,,val
-6.6820207,CCCCCCCCCCCCCCC1CO1,,val
-7.6916833,CC(=O)C(N=Nc1cc(ccc1Cl)C(=O)Nc2cc(ccc2Oc3ccc(Cl)cc3)C(F)(F)F)C(=O)Nc4cc(Cl)c(NC(=O)C(N=Nc5cc(ccc5Cl)C(=O)Nc6cc(ccc6Oc7ccc(Cl)cc7)C(F)(F)F)C(C)=O)cc4C,,val
-3.163,CN1C=CSC1=Nc2ccc(C)cc2C,,val
0.9864,NCCNCCN,,val
-4.509615,O=C1c2ccccc2C(=O)c3c4[nH]c5c6C(=O)c7ccccc7C(=O)c6c8[nH]c9c(ccc%10C(=O)c%11ccccc%11C(=O)c9%10)c8c5c4ccc13,,val
-2.1114,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,,val
-2.94,OC(=O)COC1=CC(=C(Cl)C(=C1)Cl)Cl,,val
-5.23,CC1=C(C)C(=C(C)C(=C1C)C)C,,val
-1.8898,CC(Cl)C(Cl)Cl,,val
-1.9014772,COc1ccc(NC(=O)CC(C)=O)cc1,,val
-1.23,NCC(=O)NCC(=O)NC1=C(Cl)C(=C(C=C1[S](N)(=O)=O)[S](N)(=O)=O)Cl,,val
-4.24,ClCC#CCOC(=O)NC1=CC(=CC=C1)Cl,,val
-2.9027228,C1CC(CCN1)N2CCOCC2,,val
0.1471983,Nc1cn(n[o+]1)N2CCOCC2,,val
-3.2634,COC(=O)c1cc(Cl)cc(N)c1Cl,,val
-2.636,OC(=O)/C=C/c1cccc(Br)c1,,val
-1.27,CN(C)C(=O)C1=CC=C(C=C1)[N+](=O)[O-],,val
-0.91999996,O=C(NCCCCCCNC(=O)OCCO)OCCO,,val
-0.29000008,CC1=C(S(=O)(=O)O)C=CC(O)=C1,,val
-1.873,CN(C)C1CSSC1,,val
-1.2727,CCC(C)OC(C)=O,,val
-4.0725,CCCCCCCOC(=O)c1ccc(O)cc1,,val
-4.3575,CCCC(C)(C)C,,val
-2.185524,CC(=O)Oc1ccccc1[N+]([O-])=O,,val
-3.89,CCCNC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,,val
-6.11,ClC1=CC(=C(OC2=CC=CC=C2)C(=C1)Cl)Cl,,val
-1.5241,OC(=O)[C@H]1CC[C@@H](SS1)C(O)=O,,val
0.5230001,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,,val
-4.05,CC1=NC(=NC(=C1)C2CC2)NC3=CC=CC=C3,,val
-2.2244458,CC1CCOC(C1)C=C(C)C,,val
-1.82,O=C(O)c(c(O)ccc1)c1,,val
-2.76,CC(C)C(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,,val
-3.32,CC1=CC2=CC=CC(O)=C2N=C1C,,val
-2.66,CC(C)OC1=C(C=C(C=C1)[N+](=O)[O-])N,,val
-3.3284,Oc1c(Br)cc(cc1Br)C#N,,val
-7.7171574,Cc1ccc(Nc2nc(Nc3ccc(C)cc3)c(C#N)c(C)c2N=Nc4ccccc4C(F)(F)F)cc1,,val
-0.8644959,CC1CCCCC1O,,val
0.25000012,N#CCC#N,,val
-5.031142,CC1CCC2(C)C(=CCCC2(C)C1OC=O)C,,val
-3.82,OC(=O)C1=CC=CC=C1C2=C3C=CC(=O)C=C3OC4=C2C=CC(=C4)O,,val
-3.1825,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,,val
-3.01,O=C(NC1C2C3CCCC3C(C1)C2)N(C)C,,val
-7.3102,Clc1ccc(cc1)c2cc(Cl)c(Cl)c(Cl)c2Cl,,val
-5.0402,Brc1cccc(Br)c1Br,,val
-4.399238,[O-][N+](=O)c1cc2c3ccccc3C(=O)c4ccc5c6ccc7C(=O)c8ccccc8c9ccc(c6c79)c1c5c24,,val
-3.5891,NCCO.Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+]([O-])=O,,val
-3.76,ClC1=NC=CC=C1N[S](=O)(=O)C2=CC=CC=C2,,val
-0.44050014,CCCCNCC,,val
-3.0668187,CCCCCCC[C@H]1CCC(=O)O1,,val
-2.3647375,COc1cc(\C=C\C)ccc1O,,val
-2.2163,Oc1cc(Cl)c(Cl)cc1Cl,,val
-1.65,CCN(CC)CCOC(=O)C1=CC=C(NC(C)=O)C=C1,,val
-5.7479696,CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,,val
-1.27,CNCC(=O)NC1=C(C=C(C(=C1)Cl)[S](N)(=O)=O)[S](N)(=O)=O,,val
-1.61,COc2ccc(CC1NCC(O)C1OC(C)=O)cc2,,val
0.97819984,CC(N)(CO)CO,,val
0.9386002,CCN1CCOCC1,,val
-2.2886,CCCCS[S](=O)CCCC,,val
-1.23,CC(O)C(NC(=O)C1=CC=CC=C1)C(=O)O,,val
-2.6268,CC(=O)CC(=O)c1ccccc1,,val
-0.88,OC1CCCCCC1,,val
-0.73829997,FC(Cl)Cl,,val
-0.93999994,OC1=CC=C(C=C1)[N+]([O-])=O,,val
-0.2673999,CC(C)=NNC(N)=O,,val
-1.8898,CCC(Cl)(Cl)Cl,,val
-4.18,CC1CCC(C(C)C)C2=C1C=NC(NS(=O)(=O)C1=CC=C(N)C=C1)=N2,,val
-1.1426,NC1=CC=NC(=O)N1,,val
-1.4996,CCC(Cl)(Cl)[N+]([O-])=O,,val
-7.32,C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,,val
-3.0585,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,,val
-2.77,NC(CSCCCCCCSCC(N)C(=O)O)C(=O)O,,val
-1.552,Cc1cc(Cl)ccc1O,,val
-4.5241,CCNC1=NC(=O)N=C(NC(C)C)N1,,val
-2.0958,NC(=O)N[C@@H](Cc1ccccc1)C([O-])=O,,val
-0.4985,NNC(=O)C(O)C(O)C(O)C(O)CO,,val
-4.3430777,CCCCOC(=O)CSCSCC(=O)OCCCC,,val
-4.4112,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,,val
-3.6147,Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3,,val
0.8890065,[NH3+][C@H]1CCCC[C@H]1[NH3+],,val
-4.3757,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,,val
-7.16,ClC1=CC(=C(Cl)C(=C1Cl)Cl)C2=CC=CC=C2,,val
-2.0431013,CC(F)(F)F,,val
-7.1387544,OC(COc1ccc(c(O)c1)C(=O)c2ccccc2)COc3ccc(c(O)c3)C(=O)c4ccccc4,,val
-4.2224,CCCCCCCCOC(=O)c1ccc(O)cc1,,val
-2.7708535,CC(C)CCCCCC(=O)NCCCCCC(O)=O,,val
-5.72,CCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,,val
-5.85,CC1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(Cl)C=C3,,val
-0.38250005,CCCCCNC(=O)C(C)O,,val
-1.8841,CCC(=O)OCC(C)C,,val
-0.8308226,CCCCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O,,val
0.3363396,CC(N)=S,,val
-4.4216,Nc1cc(ccc1I)[N+]([O-])=O,,val
-3.7694416,CCCCCCCC1CCCC1=O,,val
-1.0393798,CC(C)(OO)c1ccccc1,,val
-5.1560946,CCCCCCC(O)CCCCCCCCCCCO,,val
-3.6835,O=C(NN\C=C/1C=CC=CC1=O)c2ccncc2,,val
-1.8691074,COc1cccc(c1)C(C)=O,,val
-6.7001195,CC1(OCCO1)C2CCC3C4=CC=C5CC6(CCC5(C)C4CCC23C)OCCO6,,val
-1.04,CCC(C)(C)CO,,val
-6.973766,CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,,val
-1.4995,CCCCO[P](=O)(OC)OCCCC,,val
-6.9712343,CC(C)(C)CCCCC1(OO1)C(=O)OC(C)(C)CC(C)(C)C,,val
-0.6586987,CCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,val
-6.3947845,B#N,,val
-1.74,NC(=O)NN=CCOC1CCCCC1,,val
-0.3773998,OC1CCCCC1,,val
-2.2416,CCCCC1=C(C)NC(=NC1=O)N(C)C,,val
-3.7232,CO[P](=S)(OC)Oc1ccc(cc1)C#N,,val
-1.7043,FC(F)(F)C(Cl)Br,,val
-1.7306,CN(C)C(N)=N,,val
-4.52,CCCOC1=CC(=O)CC(C)C12OC1=C(C2=O)C(OC)=CC(OC)=C1Cl,,val
-1.7991127,Nc1cc(c(O)c2C(=O)c3c(N)cc(c(O)c3C(=O)c12)[S](O)(=O)=O)[S](O)(=O)=O,,val
-4.5,O=C(O)[C@@H](C)c1ccc2cc(ccc2c1)OC,,val
-1.6,CCC1(C(=O)NC(=O)N(CO)C1=O)C2=CC=CC=C2,,val
-2.1910899,Nc1ccc(NCCO)c(c1)[N+]([O-])=O,,val
-2.1954,OC(=O)COc1cccc(Cl)c1,,val
-4.71,CC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,,val
